Sale Date,Product Name,Sales Amount,Sales Target,Region,Sales Representative,Sales Team,Customer Segment
10/21/2023,Pulse,6289.02,5886.81,South,Mike Johnson,Team Alpha,Education
10/22/2023,Stratus,-1611.26,-1719.43,North,Jane Doe,Team Gamma,Non-Profit
10/23/2023,Zenith,13249.36,13276.51,North,John Smith,Team Beta,Corporate
10/24/2023,Stratus,4761.87,4722.05,North,Sarah Brown,Team Beta,Government
10/25/2023,Stratus,5436.41,4747.19,South,John Smith,Team Alpha,Startup
10/26/2023,Stratus,13977.73,13530.94,West,Sarah Brown,Team Gamma,Enterprise
10/27/2023,Stratus,5626.38,5529.38,South,Jane Doe,Team Beta,Individual
10/28/2023,Orbit,5883.77,5750.22,East,John Smith,Team Beta,Individual
10/29/2023,Stratus,12618.31,11055.09,South,Jane Doe,Team Beta,Government
10/30/2023,Orbit,9651.42,9782.83,North,John Smith,Team Beta,Corporate
10/31/2023,Vector,3363.61,3143.64,East,Mike Johnson,Team Alpha,Corporate
11/1/2023,Pulse,3025.09,3150.68,South,Sarah Brown,Team Gamma,Small Business
11/2/2023,Vector,9379.86,10030.54,North,Sarah Brown,Team Gamma,Individual
11/3/2023,Pulse,12168.58,12251.4,South,Sarah Brown,Team Gamma,Education
11/4/2023,Pulse,6304.48,6951.34,North,Mike Johnson,Team Beta,Individual
11/5/2023,Pulse,9630.7,9800.56,West,Mike Johnson,Team Gamma,Individual
11/6/2023,Stratus,747.39,832.56,West,John Smith,Team Gamma,Enterprise
11/7/2023,Zenith,-5455.01,-6246.28,West,John Smith,Team Beta,Small Business
11/8/2023,Vector,7815.08,6829.47,South,John Smith,Team Beta,Small Business
11/9/2023,Vector,10335.4,10605.14,South,Sarah Brown,Team Beta,Startup
11/10/2023,Stratus,14313.02,14470.1,West,John Smith,Team Beta,Small Business
11/11/2023,Zenith,11522.87,11641.28,North,Jane Doe,Team Alpha,Small Business
11/12/2023,Vector,2788.59,3250,South,John Smith,Team Beta,Corporate
11/13/2023,Zenith,7507.83,7758.89,North,John Smith,Team Gamma,Individual
11/14/2023,Zenith,-3938.6,-3715.42,East,Mike Johnson,Team Gamma,Individual
11/15/2023,Pulse,458.32,405.59,West,Mike Johnson,Team Alpha,Government
11/16/2023,Orbit,-2548.31,-2621.88,North,John Smith,Team Beta,Individual
11/17/2023,Vector,7466.14,8457.35,South,Jane Doe,Team Beta,Non-Profit
11/18/2023,Orbit,6250.57,7319.59,South,John Smith,Team Beta,Startup
11/19/2023,Stratus,15098.99,14615.65,South,John Smith,Team Gamma,Education
11/20/2023,Vector,11483.9,11363.11,West,Jane Doe,Team Beta,Education
11/21/2023,Zenith,4907.41,5217.49,West,Jane Doe,Team Gamma,Small Business
11/22/2023,Zenith,9193,10705.94,West,Sarah Brown,Team Beta,Education
11/23/2023,Vector,16145.19,17485.64,East,Sarah Brown,Team Alpha,Government
11/24/2023,Orbit,4814.63,4911.06,North,Mike Johnson,Team Beta,Small Business
11/25/2023,Orbit,-1395.08,-1433.85,East,Mike Johnson,Team Beta,Non-Profit
11/26/2023,Pulse,11998.56,12269.68,West,Mike Johnson,Team Gamma,Corporate
11/27/2023,Stratus,5017.98,5582.62,West,Mike Johnson,Team Gamma,Corporate
11/28/2023,Stratus,-1835.72,-1936.58,East,Jane Doe,Team Beta,Education
11/29/2023,Vector,-3391.3,-2936.82,North,Jane Doe,Team Alpha,Individual
11/30/2023,Stratus,3582.29,2915.56,East,John Smith,Team Alpha,Individual
12/1/2023,Stratus,-2890.86,-3009.04,North,Mike Johnson,Team Alpha,Education
12/2/2023,Zenith,4891.66,4932.54,West,Sarah Brown,Team Beta,Education
12/3/2023,Pulse,-285.09,-277.7,South,Sarah Brown,Team Beta,Startup
12/4/2023,Zenith,7153.91,7054.45,East,Sarah Brown,Team Beta,Individual
12/5/2023,Vector,5603.06,6390.01,North,Jane Doe,Team Alpha,Enterprise
12/6/2023,Orbit,10112.57,9856.36,South,Jane Doe,Team Alpha,Small Business
12/7/2023,Orbit,20647.37,19693.85,North,John Smith,Team Alpha,Government
12/8/2023,Orbit,1366.8,1420.42,South,Jane Doe,Team Gamma,Enterprise
12/9/2023,Zenith,11100.72,10507.4,West,Jane Doe,Team Gamma,Government
12/10/2023,Orbit,1863.34,1813.34,West,Jane Doe,Team Alpha,Non-Profit
12/11/2023,Vector,3186.52,3236.89,West,John Smith,Team Gamma,Startup
12/12/2023,Zenith,276.47,275.94,South,Sarah Brown,Team Gamma,Enterprise
12/13/2023,Zenith,6304.01,6540.9,North,Jane Doe,Team Alpha,Education
12/14/2023,Zenith,3725.81,3717.05,West,Jane Doe,Team Beta,Corporate
12/15/2023,Vector,7233.04,7554.1,East,Jane Doe,Team Gamma,Non-Profit
12/16/2023,Pulse,3079.24,3134.79,East,John Smith,Team Gamma,Government
12/17/2023,Zenith,-79.07,-77.65,East,Sarah Brown,Team Gamma,Corporate
12/18/2023,Zenith,4778.7,4776.99,North,John Smith,Team Beta,Small Business
12/19/2023,Vector,14084.34,15115.55,South,Mike Johnson,Team Gamma,Startup
12/20/2023,Pulse,-3650.92,-3593.81,North,Mike Johnson,Team Alpha,Government
12/21/2023,Orbit,5487.78,4793.2,West,Sarah Brown,Team Gamma,Education
12/22/2023,Stratus,6384.31,5870.15,North,Mike Johnson,Team Beta,Small Business
12/23/2023,Pulse,9901.12,8621.14,East,John Smith,Team Gamma,Startup
12/24/2023,Zenith,15329.81,14863.76,East,John Smith,Team Beta,Individual
12/25/2023,Pulse,12288.12,12693.2,South,Jane Doe,Team Beta,Individual
12/26/2023,Vector,3582.7,3518.07,West,John Smith,Team Beta,Non-Profit
12/27/2023,Zenith,15568.36,16482.96,South,Sarah Brown,Team Gamma,Non-Profit
12/28/2023,Zenith,-2728.69,-2846.21,South,Mike Johnson,Team Beta,Non-Profit
12/29/2023,Stratus,3804.63,3922.28,West,Sarah Brown,Team Gamma,Startup
12/30/2023,Orbit,2026.18,2204.63,South,Sarah Brown,Team Gamma,Enterprise
12/31/2023,Stratus,19904.32,19955.91,East,Sarah Brown,Team Beta,Corporate
